artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes,Duration_min,Value_percentage,energy_perc,speechiness_perc,acousticness_perc,liveness_perc,valence_perc
chingy,one call away,276800,False,2003,61,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519,hip hop,4.613333333333333,4.613333333333333,78.46153846153847,82.18218218218217,31.770833333333336,10.279955207166854,25.43962485345838,98.86947584789311
t.i.,bring em out,216706,True,2004,63,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,hip hop,3.6117666666666666,3.6117666666666666,77.84615384615385,89.1891891891892,44.61805555555556,3.3370660694288916,16.52989449003517,60.32887975334018
kylie minogue,i believe in you,200973,False,2004,47,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,pop,3.34955,3.34955,56.205128205128204,78.57857857857859,12.222222222222223,0.3101903695408735,38.56975381008206,42.959917780061666
twista,overnight celebrity,233360,True,2004,66,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,hip hop,3.8893333333333335,3.8893333333333335,84.92307692307692,79.27927927927928,31.07638888888889,20.38073908174692,32.942555685814774,79.85611510791367
n.e.r.d,she wants to move,213786,False,2004,57,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop,3.5631,3.5631,78.56410256410257,85.18518518518519,13.645833333333336,0.45016797312430007,30.01172332942556,82.21993833504625
u2,vertigo,193520,False,2004,64,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,World/Traditional,3.2253333333333334,3.2253333333333334,42.666666666666664,81.98198198198197,10.642361111111112,0.015453527435610301,17.23329425556858,64.95375128468653
franz ferdinand,take me out,237026,False,2004,77,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock,3.950433333333333,3.9504333333333332,28.410256410256412,66.36636636636636,6.545138888888889,0.0458006718924972,15.943728018757328,54.162384378211726
j-kwon,tipsy - club mix,247106,True,2001,59,0.925,0.741,9,-5.827,0,0.315,0.0653,0.0,0.044,0.654,93.04,hip hop,4.118433333333333,4.118433333333333,94.87179487179488,74.17417417417418,54.6875,7.312430011198208,5.1582649472450175,67.2147995889003
g-unit,wanna get to know you,265026,True,2003,61,0.513,0.826,10,-3.651,0,0.132,0.106,0.0,0.0675,0.889,76.91,hip hop,4.4171,4.4171,52.61538461538462,82.68268268268267,22.916666666666668,11.870100783874578,7.91324736225088,91.36690647482014
lil' flip,sunshine (feat. lea),225173,True,2004,42,0.814,0.387,0,-9.867,1,0.0946,0.0248,0.0,0.131,0.792,93.961,hip hop,3.752883333333333,3.752883333333333,83.48717948717949,38.73873873873874,16.423611111111114,2.777155655095185,15.357561547479484,81.3977389516958
kanye west,jesus walks,193733,True,2004,73,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,hip hop,3.228883333333333,3.2288833333333335,65.33333333333333,83.48348348348348,56.07638888888889,68.75699888017917,37.162954279015246,73.48406988694758
nelly,my place,336506,True,2004,57,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,hip hop,5.608433333333333,5.608433333333333,61.53846153846154,64.16416416416416,7.34375,5.5767077267637175,11.512309495896835,65.98150051387461
lemar,if there's any justice,229080,False,2004,46,0.706,0.665,6,-5.348,0,0.0453,0.0128,0.0,0.338,0.639,89.993,R&B,3.818,3.818,72.41025641025641,66.56656656656656,7.864583333333335,1.433370660694289,39.624853458382184,65.6731757451182
avril lavigne,don't tell me,202013,False,2004,58,0.523,0.795,4,-2.92,1,0.0386,0.00462,0.0,0.358,0.484,144.106,pop,3.366883333333333,3.3668833333333335,53.64102564102564,79.57957957957959,6.70138888888889,0.5173572228443448,41.96951934349355,49.743062692702985
twista,slow jamz,316053,True,2004,72,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115,hip hop,5.26755,5.26755,57.333333333333336,73.37337337337337,29.687500000000007,35.162374020156776,33.29425556858148,62.79547790339157
green day,american idiot,176346,True,2004,77,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,rock,2.9391,2.9391,38.97435897435898,98.8988988988989,11.09375,0.002956326987681971,43.141852286049236,79.03391572456322
kelis,millionaire,224933,False,2003,57,0.68,0.847,11,-6.636,1,0.108,0.0217,0.0,0.0374,0.75,176.051,pop,3.748883333333333,3.748883333333333,69.74358974358975,84.78478478478479,18.75,2.4300111982082866,4.3845252051582655,77.08119218910586
scissor sisters,comfortably numb,266040,False,2004,43,0.803,0.924,7,-6.466,1,0.0391,0.237,0.0167,0.104,0.788,116.972,pop,4.434,4.434,82.35897435897436,92.49249249249249,6.7881944444444455,26.53975363941769,12.192262602579133,80.98663926002057
alicia keys,diary (feat. tony! toni! tone! & jermaine paul),284160,False,2003,55,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,pop,4.736,4.736,68.0,46.546546546546544,5.503472222222223,62.15005599104144,14.654161781946073,28.674203494347385
kanye west,through the wire,221226,True,2004,76,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,hip hop,3.6871,3.6871,58.56410256410256,73.97397397397397,42.88194444444445,0.9686450167973124,18.522860492379838,67.83144912641316
special d.,come with me - radio edit,185133,False,2004,61,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982,pop,3.08555,3.08555,75.7948717948718,100.0,13.940972222222223,14.557670772676373,32.82532239155921,51.49023638232272
ludacris,splash waterfalls,290760,True,2003,48,0.734,0.846,11,-6.102,1,0.409,0.101,0.0,0.233,0.702,145.894,hip hop,4.846,4.846,75.28205128205128,84.68468468468468,71.00694444444444,11.310190369540873,27.315357561547483,72.14799588900308
avril lavigne,my happy ending,242413,True,2004,68,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,pop,4.040216666666667,4.040216666666667,42.46153846153846,93.6936936936937,13.159722222222225,0.1522956326987682,43.259085580304806,76.05344295991779
beyoncé,"me, myself and i",301133,False,2003,62,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,pop,5.018883333333333,5.018883333333333,76.92307692307693,45.845845845845844,13.940972222222223,25.307950727883537,16.060961313012896,55.08735868448099
3 doors down,here without you,238733,False,2002,74,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,pop,3.9788833333333335,3.9788833333333335,57.12820512820513,53.35335335335336,4.375,5.509518477043673,24.032825322391556,23.946557040082222
kanye west,all falls down,223506,True,2004,80,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,hip hop,3.7251,3.7251,67.38461538461539,73.47347347347348,84.02777777777779,16.685330347144458,16.295427901524036,44.60431654676259
twista,sunshine (feat. anthony hamilton),226013,True,2004,56,0.926,0.888,11,-5.337,1,0.294,0.261,0.0,0.348,0.819,98.523,hip hop,3.766883333333333,3.7668833333333334,94.97435897435899,88.8888888888889,51.041666666666664,29.227323628219487,40.79718640093786,84.17266187050359
usher,my boo,223440,False,2004,76,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,hip hop,3.724,3.724,67.8974358974359,50.750750750750754,20.48611111111111,28.77939529675252,5.4513481828839385,69.47584789311408
lloyd,southside,277840,False,2004,59,0.688,0.404,9,-9.481,0,0.0818,0.377,0.0,0.0813,0.448,75.007,hip hop,4.6306666666666665,4.6306666666666665,70.56410256410255,40.44044044044045,14.20138888888889,42.21724524076148,9.531066822977726,46.043165467625904
lmc,take me to the clouds above - lmc vs. u2 / radio edit,171546,False,2004,59,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,Dance/Electronic,2.8591,2.8591,68.51282051282051,90.5905905905906,6.597222222222222,0.2597984322508399,16.52989449003517,68.55087358684482
the streets,fit but you know it,254266,True,2004,58,0.68,0.844,6,-1.729,1,0.299,0.23,0.0,0.0305,0.895,172.302,hip hop,4.2377666666666665,4.2377666666666665,69.74358974358975,84.48448448448448,51.90972222222222,25.755879059350505,3.5756154747948417,91.983556012333
juvenile,slow motion,248200,True,2003,64,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,hip hop,4.136666666666667,4.136666666666667,73.12820512820512,73.47347347347348,56.423611111111114,61.36618141097425,8.053927315357562,91.46968139773895
girls aloud,love machine,205360,False,2004,59,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,pop,3.4226666666666667,3.4226666666666667,68.0,95.09509509509509,10.78125,0.1422172452407615,8.827667057444314,71.63412127440904
jessica simpson,with you,191826,False,2003,57,0.553,0.756,0,-4.583,1,0.108,0.0923,0.0,0.215,0.605,94.487,pop,3.1971,3.1971,56.71794871794873,75.67567567567568,18.75,10.335946248600223,25.205158264947247,62.17882836587872
eminem,like toy soldiers,296880,True,2004,48,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop,4.948,4.948,53.333333333333336,76.87687687687688,62.32638888888889,2.1612541993281074,12.192262602579133,40.904419321685516
ashlee simpson,pieces of me,217440,False,2004,56,0.505,0.799,2,-4.286,1,0.0773,0.0572,0.0,0.11,0.772,174.001,pop,3.624,3.624,51.7948717948718,79.97997997997999,13.42013888888889,6.405375139977604,12.895662368112545,79.34224049331964
alicia keys,you don't know my name,366733,False,2003,61,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,pop,6.112216666666667,6.112216666666667,27.076923076923077,66.36636636636636,32.46527777777778,66.06942889137738,40.09378663540446,25.590955806783143
mariah carey,we belong together,201400,False,2005,69,0.84,0.476,0,-7.918,1,0.0629,0.0264,0.0,0.0865,0.767,139.987,pop,3.3566666666666665,3.3566666666666665,86.15384615384615,47.647647647647645,10.92013888888889,2.9563269876819707,10.140679953106682,78.82836587872559
mario,let me love you,256733,False,2004,72,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,pop,4.278883333333333,4.278883333333333,67.2820512820513,57.85785785785785,16.006944444444446,26.31578947368421,13.833528722157093,57.14285714285715
kanye west,gold digger,207626,True,2005,78,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,hip hop,3.460433333333333,3.4604333333333335,64.51282051282051,69.66966966966966,60.416666666666664,2.1836506159014557,6.494724501758499,64.02877697841727
rihanna,pon de replay,246960,False,2005,77,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,hip hop,4.116,4.116,79.8974358974359,64.06406406406407,27.604166666666668,0.017357222844344905,11.840562719812429,51.181911613566285
50 cent,candy shop,209106,True,2005,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,hip hop,3.4851,3.4851,62.97435897435898,57.45745745745745,80.90277777777779,2.8331466965285554,44.54865181711607,77.5950668036999
james blunt,you're beautiful,209493,True,2005,75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,pop,3.49155,3.49155,69.23076923076924,47.947947947947945,4.826388888888889,70.88465845464725,10.316529894490035,46.659815005138746
green day,boulevard of broken dreams,261266,True,2004,72,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,rock,4.354433333333334,4.354433333333334,50.256410256410255,67.96796796796797,5.364583333333334,0.4412094064949608,4.490035169988277,52.00411099691675
the pussycat dolls,don't cha,272080,False,2005,72,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.003,pop,4.534666666666666,4.534666666666666,89.74358974358975,63.16316316316316,17.187500000000004,0.606942889137738,14.88862837045721,56.42343268242549
daniel powter,bad day,233640,False,2005,74,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop,3.894,3.894,61.43589743589744,78.57857857857859,5.364583333333334,50.16797312430011,17.702227432590856,53.442959917780065
akon,bananza (belly dancer),238493,False,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37e-06,0.755,0.666,104.838,pop,3.9748833333333335,3.9748833333333335,90.05128205128206,69.96996996996997,22.916666666666668,3.863381858902576,88.51113716295428,68.448098663926
madonna,hung up,337733,False,2005,74,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop,5.6288833333333335,5.6288833333333335,66.56410256410257,64.76476476476478,7.847222222222222,0.43673012318029114,8.042203985932005,41.62384378211716
50 cent,just a lil bit,237706,True,2005,76,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,hip hop,3.961766666666666,3.9617666666666667,50.153846153846146,69.26926926926926,71.18055555555556,3.6058230683090704,36.928487690504106,54.162384378211726
crazy frog,axel f,168879,False,2005,67,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,pop,2.81465,2.81465,88.2051282051282,90.7907907907908,7.065972222222222,31.24300111982083,7.596717467760844,80.78108941418294
eminem,ass like that,265480,True,2004,52,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,hip hop,4.424666666666667,4.424666666666667,66.25641025641026,79.67967967967968,63.54166666666667,45.8006718924972,12.543962485345839,69.47584789311408
sean paul,we be burnin',213066,False,2005,59,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,hip hop,3.5511,3.5511,97.43589743589743,80.38038038038039,26.21527777777778,16.23740201567749,8.769050410316531,88.38643371017471
gwen stefani,rich girl,236213,False,2004,68,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,pop,3.936883333333333,3.9368833333333333,87.7948717948718,75.47547547547548,7.222222222222223,3.292273236282195,24.150058616647126,74.20349434737923
the chemical brothers,galvanize,393813,False,2005,63,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic,6.56355,6.56355,76.41025641025642,71.47147147147147,13.038194444444445,1.5789473684210527,42.555685814771394,37.51284686536485
fort minor,remember the name (feat. styles of beyond),230493,True,2005,73,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,hip hop,3.84155,3.84155,70.56410256410255,83.58358358358358,15.815972222222225,6.528555431131018,9.320046893317704,90.44193216855088
50 cent,disco inferno,214226,True,2005,72,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,hip hop,3.5704333333333333,3.5704333333333333,94.87179487179488,65.96596596596596,40.10416666666667,23.068309070548707,32.70808909730364,72.97019527235355
the game,how we do,235533,True,2005,74,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,hip hop,3.92555,3.92555,88.41025641025641,64.86486486486487,43.57638888888889,5.09518477043673,3.8921453692848775,65.46762589928058
chris brown,run it! (feat. juelz santana),229866,False,2005,71,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,hip hop,3.8311,3.8311,86.76923076923076,48.248248248248245,22.395833333333336,2.7547592385218365,46.07268464243845,21.788283658787254
mariah carey,it's like that,203360,False,2005,0,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,pop,3.389333333333333,3.3893333333333335,82.05128205128206,63.36336336336337,8.92361111111111,10.089585666293392,3.69284876905041,85.91983556012333
black eyed peas,my humps,326960,False,2005,67,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,hip hop,5.449333333333334,5.449333333333334,82.25641025641026,68.26826826826827,38.54166666666667,12.430011198208286,12.778429073856975,60.22610483042138
ciara,oh (feat. ludacris),256346,False,2004,61,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,pop,4.272433333333334,4.272433333333334,82.05128205128206,49.64964964964965,8.784722222222223,0.03337066069428891,8.17116060961313,36.69064748201439
50 cent,outta control - remix,247506,True,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0.0,0.0839,0.557,92.029,hip hop,4.1251,4.1251,79.17948717948718,59.95995995995996,42.708333333333336,3.1019036954087342,9.835873388042204,57.24563206577595
baby bash,"baby, i'm back",219920,True,2005,4,0.899,0.365,9,-5.461,0,0.105,0.0508,0.0,0.097,0.749,100.01,hip hop,3.665333333333333,3.6653333333333333,92.2051282051282,36.53653653653654,18.229166666666668,5.688689809630459,11.371629542790153,76.97841726618705
jennifer lopez,get right,225533,False,2005,65,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,hip hop,3.758883333333333,3.7588833333333334,76.0,75.97597597597597,20.833333333333336,2.4412094064949605,73.62250879249707,37.20452209660843
jay-z,numb / encore,205733,True,2004,76,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,hip hop,3.4288833333333333,3.4288833333333333,70.46153846153847,79.37937937937937,28.819444444444446,6.752519596864502,68.2297772567409,77.18396711202466
the game,hate it or love it,206400,True,2005,77,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,hip hop,3.44,3.44,82.25641025641026,78.57857857857859,35.9375,15.677491601343785,14.419695193434936,44.7070914696814
gorillaz,feel good inc.,222640,False,2005,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,3.7106666666666666,3.7106666666666666,83.89743589743588,70.57057057057057,30.729166666666668,0.9361702127659574,71.86400937866354,79.34224049331964
black eyed peas,don't phunk with my heart,239773,False,2005,62,0.69,0.928,5,-2.76,0,0.061,0.00937,0.0,0.547,0.604,130.889,hip hop,3.9962166666666663,3.9962166666666668,70.76923076923076,92.8928928928929,10.590277777777779,1.049272116461366,64.12661195779602,62.076053442959925
akon,lonely,235800,True,2004,21,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,pop,3.93,3.93,64.51282051282051,53.25325325325325,6.111111111111112,37.06606942889138,27.90152403282532,63.61767728674204
bodyrockers,i like the way - radio edit,200053,False,2005,54,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,rock,3.334216666666667,3.334216666666667,65.84615384615385,85.18518518518519,7.482638888888888,2.777155655095185,9.847596717467761,79.85611510791367
sugababes,push the button,218093,False,2005,64,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016,pop,3.634883333333333,3.6348833333333332,98.66666666666667,66.06606606606607,10.590277777777779,5.431131019036954,8.909730363423213,83.65878725590954
jeezy,soul survivor,280013,True,2005,55,0.684,0.493,10,-7.728,1,0.0459,0.000839,0.0,0.157,0.08,84.03,hip hop,4.666883333333334,4.666883333333334,70.15384615384616,49.349349349349346,7.968750000000001,0.09395296752519597,18.405627198124268,8.221993833504625
eminem,mockingbird,250760,True,2004,77,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,hip hop,4.179333333333333,4.179333333333333,65.33333333333333,67.86786786786787,46.180555555555564,23.404255319148934,18.2883939038687,26.104830421377184
shakira,la tortura (feat. alejandro sanz),212893,False,2005,72,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,pop,3.548216666666667,3.548216666666667,75.8974358974359,78.37837837837837,7.4131944444444455,3.3258678611422168,14.419695193434936,83.45323741007195
gorillaz,dare,244999,False,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,4.083316666666667,4.083316666666667,77.94871794871796,89.1891891891892,6.458333333333334,2.564389697648376,34.93552168815944,99.28057553956835
snoop dogg,signs,236813,True,2004,54,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,hip hop,3.9468833333333335,3.9468833333333335,96.41025641025641,71.37137137137137,22.048611111111114,3.5722284434490477,38.10082063305979,68.448098663926
robbie williams,tripping,276603,False,2005,58,0.666,0.922,2,-4.458,0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,pop,4.61005,4.61005,68.30769230769232,92.2922922922923,7.447916666666668,4.2665173572228445,7.42086752637749,85.09763617677287
david banner,play,230133,True,2005,52,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,hip hop,3.83555,3.83555,85.84615384615385,65.86586586586587,21.875000000000004,0.0238521836506159,28.487690504103163,60.22610483042138
trillville,some cut,283454,True,2004,50,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,hip hop,4.724233333333333,4.724233333333333,92.3076923076923,51.551551551551555,64.58333333333334,0.38185890257558786,13.012895662368113,67.72867420349435
d4l,laffy taffy,224253,True,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,hip hop,3.73755,3.73755,91.38461538461539,43.94394394394394,74.30555555555556,3.93057110862262,10.926143024618993,63.92600205549846
missy elliott,lose control (feat. ciara & fat man scoop),226863,True,2005,67,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,hip hop,3.78105,3.78105,92.71794871794872,81.38138138138137,21.006944444444446,3.4826427771556547,5.52168815943728,83.24768756423433
rob thomas,lonely no more,226640,False,2005,56,0.551,0.896,9,-3.152,0,0.109,0.033,0.0,0.0899,0.858,171.79,pop,3.777333333333333,3.7773333333333334,56.51282051282052,89.68968968968969,18.923611111111114,3.6954087346024638,10.539273153575616,88.1808838643371
bobby v.,"slow down - 12"" version",258666,False,2005,65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,hip hop,4.3111,4.3111,58.25641025641025,73.27327327327328,17.881944444444446,20.044792833146698,47.010550996483005,64.33710174717369
backstreet boys,incomplete,239586,False,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,pop,3.9931,3.9931,44.82051282051282,58.95895895895895,5.746527777777778,25.867861142217247,9.003516998827667,16.95786228160329
pretty ricky,grind with me,237733,True,2005,63,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518,hip hop,3.9622166666666665,3.9622166666666665,71.7948717948718,53.85385385385386,7.8125,0.02284434490481523,12.3094958968347,19.424460431654676
kanye west,diamonds from sierra leone - remix,233400,True,2005,61,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,hip hop,3.89,3.89,68.92307692307693,81.48148148148148,46.87500000000001,28.89137737961926,19.22626025791325,38.951695786228164
fat joe,get it poppin' (feat. nelly) - radio version,211320,False,2005,41,0.905,0.55,1,-7.558,1,0.372,0.0628,0.0,0.0644,0.52,100.813,hip hop,3.522,3.522,92.82051282051282,55.05505505505506,64.58333333333334,7.032474804031354,7.549824150058616,53.442959917780065
destiny's child,soldier (feat. t.i. & lil' wayne),325573,False,2004,63,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,pop,5.426216666666667,5.426216666666667,90.05128205128206,41.74174174174174,62.673611111111114,4.972004479283315,9.765533411488862,92.90853031860226
amerie,1 thing,238746,False,2008,52,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.0416,0.891,125.085,hip hop,3.9791,3.9791,65.23076923076924,94.69469469469469,57.63888888888889,12.877939529675253,4.8769050410316535,91.57245632065776
ludacris,get back,270746,True,2004,59,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,hip hop,4.512433333333333,4.512433333333333,56.923076923076934,63.96396396396396,45.65972222222223,6.6517357222844335,13.833528722157093,18.91058581706064
franz ferdinand,do you want to,215000,False,2005,61,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock,3.583333333333333,3.5833333333333335,42.256410256410255,94.49449449449449,7.777777777777778,8.107502799552071,93.90386869871044,81.19218910585818
natalie imbruglia,shiver,222653,False,2005,52,0.489,0.798,1,-4.49,1,0.0316,0.00115,2.81e-06,0.149,0.309,94.163,pop,3.710883333333333,3.7108833333333333,50.153846153846146,79.8798798798799,5.486111111111112,0.12877939529675253,17.46776084407972,31.757451181911616
gwen stefani,hollaback girl,199853,True,2004,69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,pop,3.3308833333333334,3.3308833333333334,94.97435897435899,91.69169169169169,16.12847222222222,39.19372900335946,2.743259085580305,92.90853031860226
pretty ricky,your body,240040,True,2005,59,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,hip hop,4.000666666666667,4.000666666666667,85.94871794871794,59.45945945945945,19.618055555555557,19.70884658454647,10.164126611957796,52.10688591983556
thirty seconds to mars,the kill,231533,False,2005,74,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock,3.858883333333333,3.8588833333333334,18.358974358974358,91.2912912912913,13.73263888888889,0.15677491601343785,68.2297772567409,29.701952723535456
alicia keys,karma,256000,False,2003,50,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,pop,4.266666666666667,4.266666666666667,74.56410256410257,73.67367367367366,10.677083333333334,8.32026875699888,4.079718640093787,70.60637204522098
2pac,ghetto gospel,238053,True,2004,68,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,hip hop,3.96755,3.96755,81.43589743589745,61.46146146146146,8.10763888888889,10.795072788353863,9.237983587338803,68.13977389516958
craig david,don't love you no more (i'm sorry),243986,False,2005,56,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,hip hop,4.066433333333333,4.066433333333333,65.23076923076924,55.855855855855864,4.253472222222222,51.735722284434495,7.268464243845251,58.78725590955807
lil jon & the east side boyz,lovers and friends,260600,True,2004,66,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,hip hop,4.343333333333334,4.343333333333334,69.23076923076924,50.150150150150154,38.19444444444445,6.058230683090706,50.293083235638925,54.67625899280576
mariah carey,don't forget about us - radio edit,233866,False,2005,0,0.7,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555,pop,3.8977666666666666,3.8977666666666666,71.7948717948718,52.952952952952955,6.857638888888889,4.725643896976484,11.840562719812429,39.67112024665982
will smith,switch,197666,False,2020,34,0.873,0.9,5,-4.325,0,0.18,0.0107,0.000502,0.556,0.478,102.516,hip hop,3.294433333333333,3.2944333333333335,89.53846153846155,90.09009009009009,31.25,1.1982082866741322,65.18171160609614,49.126413155190136
bow wow,like you (feat. ciara),205840,False,2005,66,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,hip hop,3.4306666666666668,3.4306666666666668,73.23076923076923,60.06006006006006,15.208333333333336,5.207166853303471,7.573270808909731,51.798561151079134
kaiser chiefs,everyday i love you less and less,217706,False,2005,58,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,rock,3.628433333333333,3.628433333333333,50.256410256410255,95.69569569569569,7.065972222222222,0.5218365061590146,28.370457209847594,59.3011305241521
kelly clarkson,behind these hazel eyes,198973,False,2004,59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,pop,3.3162166666666666,3.3162166666666666,56.205128205128204,88.988988988989,6.631944444444445,0.18477043673012317,23.09495896834701,43.67934224049332
black eyed peas,don't lie,219000,False,2005,61,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,hip hop,3.65,3.65,67.8974358974359,78.57857857857859,32.29166666666667,17.91713325867861,9.191090269636577,62.076053442959925
